Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
The Mighty Heart of Sunny St. James,"Blake, Ashley Herring",,,,Iowa,Norwalk Community School District,2023-2024
Forever...,"Blume, Judy",,,,Iowa,Norwalk Community School District,2023-2024
Frequently Asked Questions About Same-Sex Marriage and When A Parent is Gay,"Brown, Tracy",,,,Iowa,Norwalk Community School District,2023-2024
Zenobia July,"Bunker, Lisa",,,,Iowa,Norwalk Community School District,2023-2024
The Pants Project,"Clarke, Cat",,,,Iowa,Norwalk Community School District,2023-2024
Gender Equality (Foundations of Democracy),"des Neiges Léonard, Marie","Cucini, Sara",,,Iowa,Norwalk Community School District,2023-2024
A Stolen Life,"Dugard, Jaycee",,,,Iowa,Norwalk Community School District,2023-2024
Pet,"Emezi, Akwaeke",,,,Iowa,Norwalk Community School District,2023-2024
Gay and Lesbian Parents,"Fields, Juliana",,,,Iowa,Norwalk Community School District,2023-2024
Frankie and Bug,"Forman, Gayle",,,,Iowa,Norwalk Community School District,2023-2024
The Difference Between You and Me,"George, Madeleine",,,,Iowa,Norwalk Community School District,2023-2024
Lily and Dunkin,"Gephart, Donna",,,,Iowa,Norwalk Community School District,2023-2024
Melissa (George),"Gino, Alex",,,,Iowa,Norwalk Community School District,2023-2024
Rick,"Gino, Alex",,,,Iowa,Norwalk Community School District,2023-2024
Memoirs of a Geisha,"Golden, Arthur",,,,Iowa,Norwalk Community School District,2023-2024
The Deepest Breath,"Grehan, Meg",,,,Iowa,Norwalk Community School District,2023-2024
Who Was Harvey Milk?,"Grinapol, Corinne",,"Copeland, Gregory",,Iowa,Norwalk Community School District,2023-2024
Forrest Gump,"Groom, Winston",,,,Iowa,Norwalk Community School District,2023-2024
Water for Elephants,"Gruen, Sara",,,,Iowa,Norwalk Community School District,2023-2024
The Other Boy,"Hennessey, M. G.",,,,Iowa,Norwalk Community School District,2023-2024
Archenemy,"Hoblin, Paul",,,,Iowa,Norwalk Community School District,2023-2024
Tilt (EH),"Hopkins, Ellen",,,,Iowa,Norwalk Community School District,2023-2024
The Kite Runner,"Hosseini, Khaled",,,,Iowa,Norwalk Community School District,2023-2024
Brave Face: A Memoir,"Hutchinson, Shaun David",,,,Iowa,Norwalk Community School District,2023-2024
Being Jazz: My Life as a (Transgender) Teen,"Jennings, Jazz",,,,Iowa,Norwalk Community School District,2023-2024
All Boys Aren't Blue,"Johnson, George M.",,,,Iowa,Norwalk Community School District,2023-2024
What's Gender Identity?,"Kawa, Katie",,,,Iowa,Norwalk Community School District,2023-2024
In the Key of Us,"Lockington, Mariama J.",,,,Iowa,Norwalk Community School District,2023-2024
So This is Ever After,"Lukens, FT",,,,Iowa,Norwalk Community School District,2023-2024
Too Bright to See,"Lukoff, Kyle",,,,Iowa,Norwalk Community School District,2023-2024
A Court of Frost and Starlight,"Maas, Sarah J.",,,,Iowa,Norwalk Community School District,2023-2024
A Court of Mist and Fury,"Maas, Sarah J.",,,,Iowa,Norwalk Community School District,2023-2024
A ​Court of Silver Flames,"Maas, Sarah J.",,,,Iowa,Norwalk Community School District,2023-2024
A Court of Thorns and Roses,"Maas, Sarah J.",,,,Iowa,Norwalk Community School District,2023-2024
A Court of Wings and Ruin,"Maas, Sarah J.",,,,Iowa,Norwalk Community School District,2023-2024
Empire of Storms,"Maas, Sarah J.",,,,Iowa,Norwalk Community School District,2023-2024
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",,,,Iowa,Norwalk Community School District,2023-2024
My Life as a Diamond,"Manzer, Jenny",,,,Iowa,Norwalk Community School District,2023-2024
Sold,"McCormick, Patricia",,,,Iowa,Norwalk Community School District,2023-2024
What Was Stonewall?,"Medina, Nico",,"Murray, Jake",,Iowa,Norwalk Community School District,2023-2024
My Moms Love Me,"Membrino, Anna",,,,Iowa,Norwalk Community School District,2023-2024
The Bluest Eye,"Morrison, Toni",,,,Iowa,Norwalk Community School District,2023-2024
Marco Impossible,"Moskowitz, Hannah",,,,Iowa,Norwalk Community School District,2023-2024
The Infinite Moment of Us,"Myracle, Lauren",,,,Iowa,Norwalk Community School District,2023-2024
The Magic Fish,"Nguyen, Trung Le",,,,Iowa,Norwalk Community School District,2023-2024
The Insiders,"Oshiro, Mark",,,,Iowa,Norwalk Community School District,2023-2024
Where the Crawdads Sing,"Owens, Delia",,,,Iowa,Norwalk Community School District,2023-2024
The Best at It,"Pancholy, Maulik",,,,Iowa,Norwalk Community School District,2023-2024
This Day in June,"Pitman, Gayle E.",,"Litten, Kristyna",,Iowa,Norwalk Community School District,2023-2024
Gracefully Grayson,"Polonsky, Ami",,,,Iowa,Norwalk Community School District,2023-2024
Rainbow Revolutionaries: Fifty LGBTQ+ People Who Made History,"Prager, Sarah",,"Papworth, Sarah",,Iowa,Norwalk Community School District,2023-2024
One Life,"Rapinoe, Megan","Brockes, Emma",,,Iowa,Norwalk Community School District,2023-2024
The Moon Within,"Salazar, Aida",,,,Iowa,Norwalk Community School District,2023-2024
Pride: The Story of Harvey Milk and the Rainbow Flag,"Sanders, Rob",,,,Iowa,Norwalk Community School District,2023-2024
Ana on the Edge,"Sass, A. J.",,,,Iowa,Norwalk Community School District,2023-2024
To Night Owl from Dogfish,"Sloan, Holly Goldberg","Wolitzer, Meg",,,Iowa,Norwalk Community School District,2023-2024
Saving Montgomery Sole,"Tamaki, Mariko",,,,Iowa,Norwalk Community School District,2023-2024
The Color Purple,"Walker, Alice",,,,Iowa,Norwalk Community School District,2023-2024
Fourth Wing,"Yarros, Rebecca",,,,Iowa,Norwalk Community School District,2023-2024
Thirteen Reasons Why,"Asher, Jay",,,,Iowa,Ogden Community Schools,2023-2024
Looking for Alaska,"Green, John",,,,Iowa,Ogden Community Schools,2023-2024
Burned (EH),"Hopkins, Ellen",,,,Iowa,Ogden Community Schools,2023-2024
Crank,"Hopkins, Ellen",,,,Iowa,Ogden Community Schools,2023-2024
Identical,"Hopkins, Ellen",,,,Iowa,Ogden Community Schools,2023-2024
Tricks,"Hopkins, Ellen",,,,Iowa,Ogden Community Schools,2023-2024
The Kite Runner,"Hosseini, Khaled",,,,Iowa,Ogden Community Schools,2023-2024
Sold,"McCormick, Patricia",,,,Iowa,Ogden Community Schools,2023-2024
A Court of Frost and Starlight,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
A Court of Mist and Fury,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
A ​Court of Silver Flames,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
A Court of Thorns and Roses,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
A Court of Wings and Ruin,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
Crown of Midnight,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
Empire of Storms,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
Heir of Fire,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
Kingdom of Ash,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
Queen of Shadows,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
The Assassin's Blade,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
Throne of Glass,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
Tower of Dawn,"Maas, Sarah J.",,,,Iowa,Okoboji Community School District,2023-2024
I Know Why the Caged Bird Sings,"Angelou, Maya",,,,Iowa,Oskaloosa Community School District,2023-2024
The Handmaid's Tale,"Atwood, Margaret",,,,Iowa,Oskaloosa Community School District,2023-2024
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,Iowa,Oskaloosa Community School District,2023-2024
Trust Exercise,"Choi, Susan",,,,Iowa,Oskaloosa Community School District,2023-2024
How Moon Fuentez Fell in Love with the Universe,"Gilliland, Raquel Vazquez",,,,Iowa,Oskaloosa Community School District,2023-2024
Looking for Alaska,"Green, John",,,,Iowa,Oskaloosa Community School District,2023-2024
Lighter than My Shadow,"Green, Katie",,,,Iowa,Oskaloosa Community School District,2023-2024
Water for Elephants,"Gruen, Sara",,,,Iowa,Oskaloosa Community School District,2023-2024
Crank,"Hopkins, Ellen",,,,Iowa,Oskaloosa Community School District,2023-2024
Identical,"Hopkins, Ellen",,,,Iowa,Oskaloosa Community School District,2023-2024
Tilt (EH),"Hopkins, Ellen",,,,Iowa,Oskaloosa Community School District,2023-2024
Tricks,"Hopkins, Ellen",,,,Iowa,Oskaloosa Community School District,2023-2024
Brave New World,"Huxley, Aldous",,,,Iowa,Oskaloosa Community School District,2023-2024
The Sun and Her Flowers,"Kaur, Rupi",,,,Iowa,Oskaloosa Community School District,2023-2024
Beyond Magenta: Transgender Teens Speak Out,"Kuklin, Susan",,,,Iowa,Oskaloosa Community School District,2023-2024
Last Night at the Telegraph Club,"Lo, Malinda",,,,Iowa,Oskaloosa Community School District,2023-2024
A Court of Frost and Starlight,"Maas, Sarah J.",,,,Iowa,Oskaloosa Community School District,2023-2024
A Court of Mist and Fury,"Maas, Sarah J.",,,,Iowa,Oskaloosa Community School District,2023-2024
A ​Court of Silver Flames,"Maas, Sarah J.",,,,Iowa,Oskaloosa Community School District,2023-2024
A Court of Thorns and Roses,"Maas, Sarah J.",,,,Iowa,Oskaloosa Community School District,2023-2024
A Court of Wings and Ruin,"Maas, Sarah J.",,,,Iowa,Oskaloosa Community School District,2023-2024
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",,,,Iowa,Oskaloosa Community School District,2023-2024
A Clash of Kings,"Martin, George R. R.",,,,Iowa,Oskaloosa Community School District,2023-2024
A Game of Thrones,"Martin, George R. R.",,,,Iowa,Oskaloosa Community School District,2023-2024
Breathless (JN),"Niven, Jennifer",,,,Iowa,Oskaloosa Community School District,2023-2024
Out of Darkness,"Pérez, Ashley Hope",,,,Iowa,Oskaloosa Community School District,2023-2024
The God of Small Things,"Roy, Arundhati",,,,Iowa,Oskaloosa Community School District,2023-2024
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,Iowa,Ottumwa Community School District,2023-2024
Me and Earl and the Dying Girl,"Andrews, Jesse",,,,Iowa,Ottumwa Community School District,2023-2024
